nct	canonical_payload	registered_enrollment	enrollment_type	n_registered_arms	n_distinct_response_cohorts	n_response_observations	max_single_cohort_denominator	max_single_cohort_pointer	largest_within_measure_om_index	groups_in_that_measure	within_measure_denominator_sum	pooled_label_in_that_measure	conflict_findings	summation_policy	disjointness_status
NCT03260504	ctg_results_bor_2018_2021.txt	6	ACTUAL	1	2	4	3	ctg_results_bor_2018_2021.txt::NCT03260504::outcomeMeasures[1]::groups[OG000]	1	2	5	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03274804	ctg_results_bor_2018_2021.txt	20	ACTUAL	1	2	2	19	ctg_results_bor_2018_2021.txt::NCT03274804::outcomeMeasures[2]::groups[OG000]	2	1	19	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03724890	ctg_results_bor_2018_2021.txt	57	ACTUAL	3	11	11	11	ctg_results_bor_2018_2021.txt::NCT03724890::outcomeMeasures[54]::groups[OG001]	54	5	29	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03985423	ctg_results_bor_2018_2021.txt	7	ACTUAL	1	1	2	0			0	0	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03846427	ctg_results_bor_2018_2021.txt	68	ACTUAL	1	1	3	66	ctg_results_bor_2018_2021.txt::NCT03846427::outcomeMeasures[0]::groups[OG000]	0	1	66	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03377491	ctg_results_bor_2018_2021.txt	571	ACTUAL	2	2	2	244	ctg_results_bor_2018_2021.txt::NCT03377491::outcomeMeasures[3]::groups[OG000]	3	2	487	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT04565327	ctg_results_bor_2018_2021.txt	7	ACTUAL	2	1	1	0			0	0	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03519178	ctg_results_bor_2018_2021.txt	155	ACTUAL	8	2	2	45	ctg_results_bor_2018_2021.txt::NCT03519178::outcomeMeasures[6]::groups[OG000]	6	2	67	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03409614	ctg_results_bor_2018_2021.txt	789	ACTUAL	5	5	8	312	ctg_results_bor_2018_2021.txt::NCT03409614::outcomeMeasures[3]::groups[OG000]	3	2	466	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03582033	ctg_results_bor_2018_2021.txt	83	ACTUAL	3	10	20	22	ctg_results_bor_2018_2021.txt::NCT03582033::outcomeMeasures[29]::groups[OG004]	29	5	35	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03568461	ctg_results_bor_2018_2021.txt	98	ACTUAL	1	1	2	94	ctg_results_bor_2018_2021.txt::NCT03568461::outcomeMeasures[0]::groups[OG000]	0	1	94	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03750786	ctg_results_bor_2018_2021.txt	490	ACTUAL	2	2	2	245	ctg_results_bor_2018_2021.txt::NCT03750786::outcomeMeasures[0]::groups[OG000]	0	2	490	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03384940	ctg_results_bor_2018_2021.txt	86	ACTUAL	3	3	15	53	ctg_results_bor_2018_2021.txt::NCT03384940::outcomeMeasures[0]::groups[OG000]	0	3	86	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT04052997	ctg_results_bor_2018_2021.txt	117	ACTUAL	1	1	1	117	ctg_results_bor_2018_2021.txt::NCT04052997::outcomeMeasures[0]::groups[OG000]	0	1	117	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03785210	ctg_results_bor_2018_2021.txt	22	ACTUAL	1	2	2	16	ctg_results_bor_2018_2021.txt::NCT03785210::outcomeMeasures[0]::groups[OG001]	0	2	22	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT04885998	ctg_results_bor_2018_2021.txt	23	ACTUAL	2	4	8	8	ctg_results_bor_2018_2021.txt::NCT04885998::outcomeMeasures[2]::groups[OG003]	2	4	23	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT04914897	ctg_results_bor_2018_2021.txt	106	ACTUAL	4	4	8	40	ctg_results_bor_2018_2021.txt::NCT04914897::outcomeMeasures[1]::groups[OG000]	7	4	106	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03839823	ctg_results_bor_2018_2021.txt	222	ACTUAL	2	2	4	112	ctg_results_bor_2018_2021.txt::NCT03839823::outcomeMeasures[3]::groups[OG000]	3	2	222	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03529110	ctg_results_bor_2018_2021.txt	524	ACTUAL	2	2	2	263	ctg_results_bor_2018_2021.txt::NCT03529110::outcomeMeasures[2]::groups[OG001]	2	2	524	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT04455620	ctg_results_bor_2018_2021.txt	49	ACTUAL	1	5	10	24	ctg_results_bor_2018_2021.txt::NCT04455620::outcomeMeasures[3]::groups[OG002]	3	5	49	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03382561	ctg_results_bor_2018_2021.txt	160	ACTUAL	2	2	2	75	ctg_results_bor_2018_2021.txt::NCT03382561::outcomeMeasures[2]::groups[OG000]	2	2	144	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT04812535	ctg_results_bor_2018_2021.txt	30	ACTUAL	4	4	8	10	ctg_results_bor_2018_2021.txt::NCT04812535::outcomeMeasures[0]::groups[OG000]	0	4	25	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03767335	ctg_results_bor_2018_2021.txt	62	ACTUAL	1	3	9	42	ctg_results_bor_2018_2021.txt::NCT03767335::outcomeMeasures[3]::groups[OG002]	3	3	48	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03676192	ctg_results_bor_2018_2021.txt	689	ACTUAL	2	2	2	347	ctg_results_bor_2018_2021.txt::NCT03676192::outcomeMeasures[0]::groups[OG001]	0	2	689	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT04220775	ctg_results_bor_2018_2021.txt	3	ACTUAL	1	2	2	2	ctg_results_bor_2018_2021.txt::NCT04220775::outcomeMeasures[2]::groups[OG000]	2	1	2	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03917381	ctg_results_bor_2018_2021.txt	429	ACTUAL	2	26	51	40	ctg_results_bor_2018_2021.txt::NCT03917381::outcomeMeasures[2]::groups[OG000]	7	25	389	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT04544995	ctg_results_bor_2018_2021.txt	47	ACTUAL	5	7	10	11	ctg_results_bor_2018_2021.txt::NCT04544995::outcomeMeasures[5]::groups[OG000]	5	4	25	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03418922	ctg_results_bor_2018_2021.txt	30	ACTUAL	2	2	2	24	ctg_results_bor_2018_2021.txt::NCT03418922::outcomeMeasures[8]::groups[OG001]	8	2	30	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03730012	ctg_results_bor_2018_2021.txt	11	ACTUAL	2	2	2	8	ctg_results_bor_2018_2021.txt::NCT03730012::outcomeMeasures[5]::groups[OG001]	5	2	11	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03921866	ctg_results_bor_2018_2021.txt	191	ACTUAL	0	1	1	185	ctg_results_bor_2018_2021.txt::NCT03921866::outcomeMeasures[57]::groups[OG000]	57	1	185	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT04280081	ctg_results_bor_2018_2021.txt	77	ACTUAL	1	9	9	47	ctg_results_bor_2018_2021.txt::NCT04280081::outcomeMeasures[1]::groups[OG000]	1	3	77	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT04649359	ctg_results_bor_2018_2021.txt	187	ACTUAL	2	2	4	123	ctg_results_bor_2018_2021.txt::NCT04649359::outcomeMeasures[0]::groups[OG000]	0	2	187	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT04251169	ctg_results_bor_2018_2021.txt	20	ACTUAL	1	1	2	18	ctg_results_bor_2018_2021.txt::NCT04251169::outcomeMeasures[0]::groups[OG000]	0	1	18	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT06790303	ctg_results_bor_2018_2021.txt	8	ACTUAL	1	1	3	8	ctg_results_bor_2018_2021.txt::NCT06790303::outcomeMeasures[9]::groups[OG000]	9	1	8	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT04822298	ctg_results_bor_2018_2021.txt	3	ACTUAL	3	1	1	3	ctg_results_bor_2018_2021.txt::NCT04822298::outcomeMeasures[2]::groups[OG000]	2	1	3	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03747484	ctg_results_bor_2018_2021.txt	7	ACTUAL	2	5	5	2	ctg_results_bor_2018_2021.txt::NCT03747484::outcomeMeasures[1]::groups[OG003]	1	5	7	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT04989816	ctg_results_bor_2018_2021.txt	95	ACTUAL	1	1	4	73	ctg_results_bor_2018_2021.txt::NCT04989816::outcomeMeasures[0]::groups[OG000]	0	1	73	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03414047	ctg_results_bor_2018_2021.txt	172	ACTUAL	4	4	8	53	ctg_results_bor_2018_2021.txt::NCT03414047::outcomeMeasures[0]::groups[OG000]	0	4	169	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03585764	ctg_results_bor_2018_2021.txt	46	ACTUAL	4	4	4	3	ctg_results_bor_2018_2021.txt::NCT03585764::outcomeMeasures[4]::groups[OG000]	4	3	9	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT04075604	ctg_results_bor_2018_2021.txt	23	ACTUAL	3	3	3	12	ctg_results_bor_2018_2021.txt::NCT04075604::outcomeMeasures[2]::groups[OG002]	2	3	23	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT04217317	ctg_results_bor_2018_2021.txt	6	ACTUAL	1	1	2	6	ctg_results_bor_2018_2021.txt::NCT04217317::outcomeMeasures[1]::groups[OG000]	1	1	6	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT04745832	ctg_results_bor_2018_2021.txt	82	ACTUAL	2	2	4	0			0	0	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03499899	ctg_results_bor_2018_2021.txt	88	ACTUAL	3	3	6	34	ctg_results_bor_2018_2021.txt::NCT03499899::outcomeMeasures[0]::groups[OG001]	0	3	88	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT04163718	ctg_results_bor_2018_2021.txt	12	ACTUAL	1	1	1	9	ctg_results_bor_2018_2021.txt::NCT04163718::outcomeMeasures[0]::groups[OG000]	0	1	9	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT05054725	ctg_results_bor_2018_2021.txt	47	ACTUAL	2	2	4	43	ctg_results_bor_2018_2021.txt::NCT05054725::outcomeMeasures[0]::groups[OG001]	0	2	47	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT04387071	ctg_results_bor_2018_2021.txt	2	ACTUAL	7	1	2	2	ctg_results_bor_2018_2021.txt::NCT04387071::outcomeMeasures[0]::groups[OG000]	0	1	2	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03835819	ctg_results_bor_2018_2021.txt	18	ACTUAL	1	1	1	18	ctg_results_bor_2018_2021.txt::NCT03835819::outcomeMeasures[0]::groups[OG000]	0	1	18	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT04971187	ctg_results_bor_2018_2021.txt	3	ACTUAL	1	1	2	0			0	0	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT04820023	ctg_results_bor_2018_2021.txt	45	ACTUAL	9	10	10	9	ctg_results_bor_2018_2021.txt::NCT04820023::outcomeMeasures[2]::groups[OG007]	2	9	45	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT04211337	ctg_results_bor_2018_2021.txt	291	ACTUAL	2	2	2	193	ctg_results_bor_2018_2021.txt::NCT04211337::outcomeMeasures[2]::groups[OG000]	2	2	291	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03433469	ctg_results_bor_2018_2021.txt	27	ACTUAL	1	1	2	27	ctg_results_bor_2018_2021.txt::NCT03433469::outcomeMeasures[1]::groups[OG000]	1	1	27	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT05109442	ctg_results_bor_2018_2021.txt	112	ACTUAL	2	6	14	43	ctg_results_bor_2018_2021.txt::NCT05109442::outcomeMeasures[1]::groups[OG000]	1	4	94	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03291054	ctg_results_bor_2018_2021.txt	1	ACTUAL	1	1	1	0			0	0	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03647488	ctg_results_bor_2018_2021.txt	18	ACTUAL	3	1	2	18	ctg_results_bor_2018_2021.txt::NCT03647488::outcomeMeasures[6]::groups[OG000]	6	1	18	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03400176	ctg_results_bor_2018_2021.txt	39	ACTUAL	2	9	17	24	ctg_results_bor_2018_2021.txt::NCT03400176::outcomeMeasures[7]::groups[OG003]	7	4	48	True	WITHIN_MEASURE_SUM_EXCEEDS_ENROLLMENT__POOLED_LABEL_IN_MEASURE	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT04363801	ctg_results_bor_2018_2021.txt	247	ACTUAL	5	9	12	85	ctg_results_bor_2018_2021.txt::NCT04363801::outcomeMeasures[18]::groups[OG000]	18	2	170	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT05014828	ctg_results_bor_2018_2021.txt	58	ACTUAL	6	4	8	27	ctg_results_bor_2018_2021.txt::NCT05014828::outcomeMeasures[1]::groups[OG000]	1	4	58	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03737994	ctg_results_bor_2018_2021.txt	10	ACTUAL	10	4	7	3	ctg_results_bor_2018_2021.txt::NCT03737994::outcomeMeasures[0]::groups[OG000]	0	4	8	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03735121	ctg_results_bor_2018_2021.txt	438	ACTUAL	5	2	2	245	ctg_results_bor_2018_2021.txt::NCT03735121::outcomeMeasures[12]::groups[OG001]	12	2	369	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT05057247	ctg_results_bor_2018_2021.txt	26	ACTUAL	1	1	1	26	ctg_results_bor_2018_2021.txt::NCT05057247::outcomeMeasures[0]::groups[OG000]	0	1	26	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT04209621	ctg_results_bor_2018_2021.txt	3	ACTUAL	1	1	1	3	ctg_results_bor_2018_2021.txt::NCT04209621::outcomeMeasures[0]::groups[OG000]	0	1	3	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03631706	ctg_results_bor_2018_2021.txt	304	ACTUAL	2	2	2	152	ctg_results_bor_2018_2021.txt::NCT03631706::outcomeMeasures[3]::groups[OG000]	3	2	304	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT04427072	ctg_results_bor_2018_2021.txt	22	ACTUAL	2	2	12	15	ctg_results_bor_2018_2021.txt::NCT04427072::outcomeMeasures[1]::groups[OG000]	1	2	22	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03595228	ctg_results_bor_2018_2021.txt	29	ACTUAL	1	1	1	26	ctg_results_bor_2018_2021.txt::NCT03595228::outcomeMeasures[0]::groups[OG000]	0	1	26	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT04452877	ctg_results_bor_2018_2021.txt	40	ACTUAL	1	1	2	40	ctg_results_bor_2018_2021.txt::NCT04452877::outcomeMeasures[0]::groups[OG000]	0	1	40	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03525392	ctg_results_bor_2018_2021.txt	14	ACTUAL	1	5	10	2	ctg_results_bor_2018_2021.txt::NCT03525392::outcomeMeasures[17]::groups[OG002]	17	5	6	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT05087992	ctg_results_bor_2018_2021.txt	13	ACTUAL	3	3	6	9	ctg_results_bor_2018_2021.txt::NCT05087992::outcomeMeasures[2]::groups[OG000]	2	3	13	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT04187833	ctg_results_bor_2018_2021.txt	8	ACTUAL	1	1	2	7	ctg_results_bor_2018_2021.txt::NCT04187833::outcomeMeasures[0]::groups[OG000]	0	1	7	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT04632992	ctg_results_bor_2018_2021.txt	252	ACTUAL	15	14	14	28	ctg_results_bor_2018_2021.txt::NCT04632992::outcomeMeasures[0]::groups[OG009]	0	14	252	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03621982	ctg_results_bor_2018_2021.txt	78	ACTUAL	2	2	2	44	ctg_results_bor_2018_2021.txt::NCT03621982::outcomeMeasures[7]::groups[OG000]	7	2	77	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT03526250	ctg_results_bor_2018_2021.txt	23	ACTUAL	1	1	1	20	ctg_results_bor_2018_2021.txt::NCT03526250::outcomeMeasures[0]::groups[OG000]	0	1	20	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT06655818	ctg_results_bor_2018_2021.txt	4	ACTUAL	1	1	3	4	ctg_results_bor_2018_2021.txt::NCT06655818::outcomeMeasures[5]::groups[OG000]	5	1	4	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT07217184	ctg_results_bor_2018_2021.txt	30	ACTUAL	1	3	9	10	ctg_results_bor_2018_2021.txt::NCT07217184::outcomeMeasures[5]::groups[OG000]	5	3	30	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
