nct	outcome_index	title_or_group	reason
NCT00924352	3	Best Overall Response of the Combination of Dasatinib and Ixabepilone (Phase II)	reportingStatus=None
NCT00924352	4	Clinical Benefit Rate of the Combination of Dasatinib and Ixabepilone (Phase II)	reportingStatus=None
NCT00316199			no response-titled outcome
NCT00549328			no response-titled outcome
NCT00677924			no response-titled outcome
NCT00942357			no response-titled outcome
NCT00461786			no response-titled outcome
NCT00331422			no response-titled outcome
NCT00384956			no response-titled outcome
NCT00373529			no response-titled outcome
NCT00066222			no response-titled outcome
NCT00112294			no response-titled outcome
NCT00787787			no response-titled outcome
NCT00113763			no response-titled outcome
NCT00515528			no response-titled outcome
NCT01160484			no response-titled outcome
NCT00895934			no response-titled outcome
NCT00970684			no response-titled outcome
NCT00413036			no response-titled outcome
NCT00357500			no response-titled outcome
NCT00394433			no response-titled outcome
NCT00836407	2	Overall Response Rate (ORR)	reportingStatus=NOT_POSTED
NCT00836407	3	Immune Related Best Overall Response Rate (irBOR)	reportingStatus=NOT_POSTED
NCT00141297			no response-titled outcome
NCT00317642			no response-titled outcome
NCT00080899			no response-titled outcome
NCT01106248	2	To Assess Best Overall Response Using RECIST Criteria in Patients With Measurable Disease.	reportingStatus=NOT_POSTED
NCT00053989			no response-titled outcome
NCT00126568			no response-titled outcome
NCT00334802			no response-titled outcome
NCT00729053			no response-titled outcome
NCT00777036			no response-titled outcome
NCT00090051			no response-titled outcome
NCT02533401			no response-titled outcome
NCT00003656			no response-titled outcome
NCT00191984			no response-titled outcome
NCT00259285			no response-titled outcome
NCT00118755			no response-titled outcome
NCT00559754			no response-titled outcome
NCT00190983			no response-titled outcome
NCT00308750			no response-titled outcome
NCT00313781			no response-titled outcome
NCT01011894			no response-titled outcome
NCT00117637			no response-titled outcome
NCT00925548			no response-titled outcome
NCT00517699			no response-titled outcome
NCT00978731			no response-titled outcome
NCT00601003			no response-titled outcome
NCT00617188			no response-titled outcome
NCT00742924			no response-titled outcome
NCT00123474			no response-titled outcome
NCT01372813			no response-titled outcome
NCT00390299			no response-titled outcome
NCT00908232			no response-titled outcome
NCT00101647			no response-titled outcome
NCT00549848			no response-titled outcome
NCT00475150			no response-titled outcome
NCT00729586			no response-titled outcome
NCT00562640			no response-titled outcome
NCT00859469			no response-titled outcome
NCT00718640			no response-titled outcome
NCT00191334			no response-titled outcome
NCT00635778			no response-titled outcome
NCT00566540			no response-titled outcome
NCT00108745			no response-titled outcome
NCT00627042	3	Percentage of Participants With Complete Response or Partial Response (Objective Response Rate)	reportingStatus=None
NCT00664326			no response-titled outcome
NCT00356525			no response-titled outcome
NCT00006389	0	Observed Response Rate.	reportingStatus=None
NCT00954174			no response-titled outcome
NCT00881569			no response-titled outcome
NCT00300885			no response-titled outcome
NCT00004088			no response-titled outcome
NCT00383331			no response-titled outcome
NCT00793572			no response-titled outcome
NCT00371254			no response-titled outcome
NCT00576472			no response-titled outcome
NCT00966693			no response-titled outcome
NCT00485303			no response-titled outcome
NCT00274742			no response-titled outcome
NCT00726661			no response-titled outcome
NCT00820755			no response-titled outcome
NCT00924040			no response-titled outcome
NCT00320411			no response-titled outcome
NCT00655668			no response-titled outcome
NCT00618982			no response-titled outcome
NCT00150462			no response-titled outcome
NCT00546364			no response-titled outcome
NCT00521404			no response-titled outcome
NCT01004250			no response-titled outcome
NCT00532948			no response-titled outcome
NCT00590031			no response-titled outcome
NCT00893464			no response-titled outcome
NCT00094497	7	Impact of Reaching Mitotane Blood Levels Between 14-20 mg/l in Both Arms on Survival and Overall Response Rate	reportingStatus=NOT_POSTED
NCT00441168			no response-titled outcome
NCT01117623			no response-titled outcome
NCT00538733			no response-titled outcome
NCT00302159			no response-titled outcome
NCT00482703			no response-titled outcome
NCT00954512			no response-titled outcome
NCT00573872			no response-titled outcome
NCT00815295			no response-titled outcome
NCT00700180	0	Percentage of Participants With a Best Overall Response of Complete Response (CR) or Partial Response (PR) by Dichotomiz	reportingStatus=None
NCT00700180	3	Percentage of Participants With Objective Response	reportingStatus=None
NCT00106002			no response-titled outcome
NCT00086580			no response-titled outcome
NCT00171223			no response-titled outcome
NCT00874029			no response-titled outcome
NCT00022672			no response-titled outcome
NCT00339144			no response-titled outcome
NCT01286818	8	Best Overall Response [Anti-Tumor Activity of FOLFIRI Plus Ramucirumab (IMC-1121B)]	reportingStatus=None
NCT01869777			no response-titled outcome
NCT01411332			no response-titled outcome
NCT01730950			no response-titled outcome
NCT01991977			no response-titled outcome
NCT01645930			no response-titled outcome
NCT01712659			no response-titled outcome
NCT01567722			no response-titled outcome
NCT00920140			no response-titled outcome
NCT01594125			no response-titled outcome
NCT01669798			no response-titled outcome
NCT01695044			no response-titled outcome
NCT01399372			no response-titled outcome
NCT01846871			no response-titled outcome
NCT01627067			no response-titled outcome
NCT01796171			no response-titled outcome
NCT01059643			no response-titled outcome
NCT01208662			no response-titled outcome
NCT01310179			no response-titled outcome
NCT01266642			no response-titled outcome
NCT01082211			no response-titled outcome
NCT01325207			no response-titled outcome
NCT01818986			no response-titled outcome
NCT01822756			no response-titled outcome
NCT00886691			no response-titled outcome
NCT01231581			no response-titled outcome
NCT01273155			no response-titled outcome
NCT01349322			no response-titled outcome
NCT01250119			no response-titled outcome
NCT02082119			no response-titled outcome
NCT01217749			no response-titled outcome
NCT01352117			no response-titled outcome
NCT01797159			no response-titled outcome
NCT01559935			no response-titled outcome
NCT01124734			no response-titled outcome
NCT01361711			no response-titled outcome
NCT01380106			no response-titled outcome
NCT01979276			no response-titled outcome
NCT01222689			no response-titled outcome
NCT01559818			no response-titled outcome
NCT01646346			no response-titled outcome
NCT01125046			no response-titled outcome
NCT01787006			no response-titled outcome
NCT01195415			no response-titled outcome
NCT01077544			no response-titled outcome
NCT01779167			no response-titled outcome
NCT01440374			no response-titled outcome
NCT01465659	8	Determine the Relationship Between Tumor Blood Flow and Overall Response Rate	reportingStatus=NOT_POSTED
NCT01713582			no response-titled outcome
NCT01781429			no response-titled outcome
NCT01767636			no response-titled outcome
NCT01244191			no response-titled outcome
NCT01349049			no response-titled outcome
NCT01243762			no response-titled outcome
NCT02262000			no response-titled outcome
NCT01075321			no response-titled outcome
NCT01807182			no response-titled outcome
NCT01817751			no response-titled outcome
NCT01767194	6	Overall Response	reportingStatus=NOT_POSTED
NCT01456039			no response-titled outcome
NCT01214603			no response-titled outcome
NCT01062399			no response-titled outcome
NCT01794702			no response-titled outcome
NCT01138046	5	Number of Partcipants With a Best Overall Response (OR) as Determined by the Response Evaluation Criteria in Solid Tumor	reportingStatus=None
NCT01581541			no response-titled outcome
NCT01260194			no response-titled outcome
NCT01662505			no response-titled outcome
NCT01876446			no response-titled outcome
NCT01209286			no response-titled outcome
NCT02014558			no response-titled outcome
NCT02020135			no response-titled outcome
NCT01118026			no response-titled outcome
NCT01852591			no response-titled outcome
NCT01535729			no response-titled outcome
NCT01588990			no response-titled outcome
NCT02134977			no response-titled outcome
NCT01853618			no response-titled outcome
NCT01380782			no response-titled outcome
NCT01363297			no response-titled outcome
NCT01724177			no response-titled outcome
NCT01592721			no response-titled outcome
NCT01209598			no response-titled outcome
NCT01466179			no response-titled outcome
NCT01081262			no response-titled outcome
NCT01217437			no response-titled outcome
NCT01362296			no response-titled outcome
NCT01117428			no response-titled outcome
NCT02873962	4	Best Overall Response Rate	reportingStatus=NOT_POSTED
NCT03236428	1	Objective Response Rate	reportingStatus=NOT_POSTED
NCT03236428	3	Complete Response Rate	reportingStatus=NOT_POSTED
NCT03236428	4	Overall Response Rate	reportingStatus=NOT_POSTED
NCT03048500	4	Disease Control Rate (DCR)	reportingStatus=NOT_POSTED
NCT02752035			no response-titled outcome
NCT03075826			no response-titled outcome
NCT02115373			no response-titled outcome
NCT03157128	5	Phase 2: Overall Response Rate (ORR) Based on RECIST 1.1 or RANO, as Appropriate to Tumor Type	reportingStatus=NOT_POSTED
NCT03157128	6	Phase 2: ORR (by Investigator)	reportingStatus=NOT_POSTED
NCT03157128	9	Phase 2: Central Nervous System (CNS) ORR (by IRC)	reportingStatus=NOT_POSTED
NCT02421939			no response-titled outcome
NCT02668653			no response-titled outcome
NCT02535364			no response-titled outcome
NCT03050450			no response-titled outcome
NCT02285361			no response-titled outcome
NCT02716805			no response-titled outcome
NCT03484429			no response-titled outcome
NCT02242942	10	Duration of Objective Response (DOR)	reportingStatus=NOT_POSTED
NCT02569476			no response-titled outcome
NCT02819843			no response-titled outcome
NCT02041429			no response-titled outcome
NCT02228382			no response-titled outcome
NCT02192541			no response-titled outcome
NCT02226276			no response-titled outcome
NCT02827201			no response-titled outcome
NCT03204188			no response-titled outcome
NCT02699697			no response-titled outcome
NCT02492750			no response-titled outcome
NCT02974621			no response-titled outcome
NCT02310321			no response-titled outcome
NCT02942264			no response-titled outcome
NCT02322281			no response-titled outcome
NCT02120469			no response-titled outcome
NCT02567799			no response-titled outcome
NCT02005887			no response-titled outcome
NCT02304458			no response-titled outcome
NCT02221739			no response-titled outcome
NCT02890329	1	Anti-leukemic Activity Described in Terms of Best Overall Response Rate	reportingStatus=NOT_POSTED
NCT02165969			no response-titled outcome
NCT02091531			no response-titled outcome
NCT02979977			no response-titled outcome
NCT02981940	6	Radiographic Response Rate	reportingStatus=NOT_POSTED
NCT02560025			no response-titled outcome
NCT02886585	2	Extracranial Overall Response Rate (Cohort D)	reportingStatus=NOT_POSTED
NCT02584829			no response-titled outcome
NCT02954055			no response-titled outcome
NCT02120287			no response-titled outcome
NCT02546921			no response-titled outcome
NCT02629692			no response-titled outcome
NCT02927912			no response-titled outcome
NCT03084471			no response-titled outcome
NCT03094286			no response-titled outcome
NCT02903771			no response-titled outcome
NCT02215967			no response-titled outcome
NCT02811861	1	Objective Response Rate (ORR)	reportingStatus=NOT_POSTED
NCT02323880			no response-titled outcome
NCT02013167			no response-titled outcome
NCT02715609			no response-titled outcome
NCT02858869			no response-titled outcome
NCT02514447			no response-titled outcome
NCT03325166			no response-titled outcome
NCT02825420			no response-titled outcome
NCT02907359			no response-titled outcome
NCT02996474			no response-titled outcome
NCT02783690			no response-titled outcome
NCT02499770			no response-titled outcome
NCT02975882			no response-titled outcome
NCT03347617			no response-titled outcome
NCT02900560			no response-titled outcome
NCT02752685	3	Disease Control Rate (DCR)	reportingStatus=NOT_POSTED
NCT02348489			no response-titled outcome
NCT02839720			no response-titled outcome
NCT02075606			no response-titled outcome
NCT03049449			no response-titled outcome
NCT02569242			no response-titled outcome
NCT02658097			no response-titled outcome
NCT02621398	2	Best Overall Response According to Response Evaluation Criteria in Solid Tumors RECIST 1.1	reportingStatus=NOT_POSTED
NCT02614560			no response-titled outcome
NCT02661815	3	Duration Of Overall Response, Measured From The Time Measurement Criteria Are Met For PR or CR Until The First Date Recu	reportingStatus=NOT_POSTED
NCT02038777			no response-titled outcome
NCT02653976			no response-titled outcome
NCT02805179			no response-titled outcome
NCT03301220	2	Overall Response Rate (ORR)	reportingStatus=NOT_POSTED
NCT02269280			no response-titled outcome
NCT03285763			no response-titled outcome
NCT02659943			no response-titled outcome
NCT02466009	3	Exploratory Outcome Measure: Percentage of Patients Who Had a Correlation Between Adverse Events and Response Rate	reportingStatus=NOT_POSTED
NCT02296242			no response-titled outcome
NCT02249091			no response-titled outcome
NCT02139592			no response-titled outcome
NCT02723864			no response-titled outcome
NCT02287311			no response-titled outcome
NCT01931098			no response-titled outcome
NCT04115189			no response-titled outcome
NCT04213209			no response-titled outcome
NCT04848337	3	Objective Response Rate (ORR)	reportingStatus=NOT_POSTED
NCT04488822	4	Best Overall Response of Pexidartinib Based on RECIST 1.1 and TVS by Centrally Reviewed MRI Scan	reportingStatus=NOT_POSTED
NCT04804813			no response-titled outcome
NCT03655444			no response-titled outcome
NCT03306264			no response-titled outcome
NCT03455829			no response-titled outcome
NCT03414034			no response-titled outcome
NCT04752163			no response-titled outcome
NCT05228470	4	Complete Response Rate (CRR) as Per IMWG Criteria by BICR	reportingStatus=NOT_POSTED
NCT05228470	5	Complete Response Rate (CRR) as Per IMWG Criteria by Investigator Assessment	reportingStatus=NOT_POSTED
NCT05228470	6	Objective Response Rate (ORR) as Per IMWG Criteria by Investigator Assessment	reportingStatus=NOT_POSTED
NCT03468985	4	The Distribution of Best Overall Response by RECIST 1.1 Criteria, Uni-dimensional Immune Response Criteria (iRRC) and Im	reportingStatus=NOT_POSTED
NCT04055844			no response-titled outcome
NCT04113018	1	Number of Participants With an Objective Response (OR)	reportingStatus=NOT_POSTED
NCT04484623	4	Overall Response Rate (ORR)	reportingStatus=NOT_POSTED
NCT04484623	5	Complete Response Rate (CRR)	reportingStatus=NOT_POSTED
NCT03839524			no response-titled outcome
NCT05071209			no response-titled outcome
NCT03470922	2	Overall Response Rate (ORR)	reportingStatus=NOT_POSTED
NCT03490292			no response-titled outcome
NCT04649359	5	Complete Response Rate (CRR) as Per IMWG Criteria by BICR	reportingStatus=NOT_POSTED
NCT04649359	6	Complete Response Rate as Per IMWG Criteria by Investigator Assessment	reportingStatus=NOT_POSTED
NCT04649359	7	Objective Response Rate as Per IMWG Criteria by Investigator Assessment	reportingStatus=NOT_POSTED
NCT04281498			no response-titled outcome
NCT03748953			no response-titled outcome
NCT04751929	3	Clinical Benefit Rate (CBR)	reportingStatus=NOT_POSTED
NCT03833934			no response-titled outcome
NCT04088188			no response-titled outcome
NCT03323034			no response-titled outcome
NCT03899792	7	To Assess the Preliminary Anti-Tumor Activity of LOXO-292 in Pediatric Participants With Tumors Harboring an Activating 	reportingStatus=NOT_POSTED
NCT03899792	10	Objective Response Rate as Assessed by RECIST v1.1, as Assessed by Investigator	reportingStatus=NOT_POSTED
NCT03899792	11	Objective Response Rate as Assessed by RANO, as Assessed by Investigator	reportingStatus=NOT_POSTED
NCT03899792	17	Clinical Benefit Rate (by Investigator)	reportingStatus=NOT_POSTED
NCT03899792	18	Clinical Benefit Rate (by IRC)	reportingStatus=NOT_POSTED
NCT03625323	7	Response Rate According to RECIST 1.1	reportingStatus=NOT_POSTED
NCT03625323	8	Disease Control Rate According to iRECIST and RECIST 1.1	reportingStatus=NOT_POSTED
NCT04632459	1	Best Overall Response Rate (ORR)	reportingStatus=NOT_POSTED
NCT03999749	2	Disease Control Rate (DCR)	reportingStatus=NOT_POSTED
NCT03999749	4	Duration of Overall Response	reportingStatus=NOT_POSTED
NCT03999749	6	Immune-related Response Rate (irRR)	reportingStatus=NOT_POSTED
NCT03999749	7	Immune-related Disease Control Rate	reportingStatus=NOT_POSTED
NCT03999749	9	Duration of Immune-related Overall Response	reportingStatus=NOT_POSTED
NCT04288089	12	Objective Response Rate (ORR)	reportingStatus=NOT_POSTED
NCT04288089	14	Clinical Benefit Rate (CBR)	reportingStatus=NOT_POSTED
NCT04240002			no response-titled outcome
NCT03504644			no response-titled outcome
NCT05085002			no response-titled outcome
NCT04015700			no response-titled outcome
NCT04491084			no response-titled outcome
NCT04181788	9	Number of Participants With Objective Response (OR)	reportingStatus=NOT_POSTED
NCT04181788	11	Number of Participants With Objective Response (Complete Response + Partial Response) Reported by Baseline Programmed De	reportingStatus=NOT_POSTED
NCT04396626			no response-titled outcome
NCT04623775	12	ORR by LAG-3 Expression Per RECISTS v1.1 by BICR in Part 2	reportingStatus=NOT_POSTED
NCT04623775	13	ORR by FG-L1 Expression Per RECISTS v1.1 by BICR in Part 2	reportingStatus=NOT_POSTED
NCT03772925			no response-titled outcome
NCT03646461			no response-titled outcome
NCT03431350	17	Combination 1: Part 2: Composite Response Rate	reportingStatus=NOT_POSTED
NCT03431350	18	Combination 2: Objective Response Rate (ORR)	reportingStatus=NOT_POSTED
NCT03431350	19	Combination 1: Part 2 and Combination 2: Duration of Objective Response	reportingStatus=NOT_POSTED
NCT05090566	6	SSA: Objective Response Rate (ORR) as Per International Myeloma Working Group (IMWG) Criteria as Determined by Investiga	reportingStatus=NOT_POSTED
NCT05090566	7	SSA: Complete Response Rate (CRR) as Per IMWG Criteria as Determined by Investigator- Phase 1b	reportingStatus=NOT_POSTED
NCT05090566	22	SSB: ORR as Per IMWG Criteria as Determined by Investigator- Phase 1b Dose Escalation	reportingStatus=NOT_POSTED
NCT03975647	10	Clinical Benefit Rate (CBR) Per RECIST v1.1 Based on Investigator Assessment	reportingStatus=NOT_POSTED
NCT03975647	11	Clinical Benefit Rate as Per RECIST v1.1 by BICR	reportingStatus=NOT_POSTED
NCT04488068			no response-titled outcome
NCT04359784			no response-titled outcome
NCT04175210			no response-titled outcome
NCT03806179			no response-titled outcome
NCT03872427	5	Overall Response Rate	reportingStatus=NOT_POSTED
NCT03872427	6	Clinical Benefit Rate	reportingStatus=NOT_POSTED
NCT03813147			no response-titled outcome
NCT02859415			no response-titled outcome
NCT03425331			no response-titled outcome
NCT04629443			no response-titled outcome
NCT04148651			no response-titled outcome
NCT04090164			no response-titled outcome
NCT05923112			no response-titled outcome
NCT04477486	1	Percentage of Participants Achieving Best Overall Response of CR or PR, as Assessed by the IRC	reportingStatus=NOT_POSTED
NCT04477486	2	Percentage of Participants Achieving Best Overall Response of CR as Assessed by the Investigator	reportingStatus=NOT_POSTED
NCT04477486	3	Percentage of Participants Achieving Best Overall Response of CR or PR, as Assessed by the Investigator	reportingStatus=NOT_POSTED
NCT04477486	4	Duration of Response (DOR) for Participants Who Achieved a Best Overall Response of CR or PR, as Assessed by the Investi	reportingStatus=NOT_POSTED
NCT04477486	5	DOR for Participants Who Achieved a Best Overall Response of CR or PR, as Assessed by the IRC	reportingStatus=NOT_POSTED
NCT04477486	6	Undetectable Minimal Residual Disease (uMRD) in Participants Who Achieve a Best Overall Response of CR as Assessed by th	reportingStatus=NOT_POSTED
NCT04477486	7	uMRD in Participants Who Achieve a Best Overall Response of CR as Assessed by IRC.	reportingStatus=NOT_POSTED
NCT03671564			no response-titled outcome
NCT04194944	21	Intracranial ORR: Percentage of Participants With Intracranial CR or PR Per Response Assessment in Neuro-Oncology Brain 	reportingStatus=NOT_POSTED
NCT04194944	22	Intracranial ORR: Percentage of Participants With Intracranial CR or PR Per RANO-BM by BICR (With or Without Pembrolizum	reportingStatus=NOT_POSTED
NCT04579380	1	Confirmed Disease Control Rate (DCR) as Assessed by Investigator	reportingStatus=NOT_POSTED
NCT06956170	4	Overall Response Rate (ORR)	reportingStatus=NOT_POSTED
NCT06956170	5	Complete Response Rate (CRR)	reportingStatus=NOT_POSTED
NCT05678257			no response-titled outcome
NCT05740566	3	Objective Response Rate (ORR)	reportingStatus=NOT_POSTED
NCT05740566	4	Disease Control Rate (DCR)	reportingStatus=NOT_POSTED
NCT05198934	1	Objective Response Rate (ORR) Per RECIST Version 1.1 as Assessed by BICR	reportingStatus=NOT_POSTED
NCT05198934	4	Disease Control Rate (DCR) as Assessed by BICR	reportingStatus=NOT_POSTED
NCT05198934	6	ORR Per RECIST Version 1.1 as Based on Investigator Assessment	reportingStatus=NOT_POSTED
NCT05463952	17	Objective Response Rate (ORR)	reportingStatus=NOT_POSTED
NCT06027619			no response-titled outcome
NCT05911321	4	Clinical Benefit Rate (CBR)	reportingStatus=NOT_POSTED
NCT04862143			no response-titled outcome
NCT05287113	1	Objective Response	reportingStatus=NOT_POSTED
NCT05237206			no response-titled outcome
NCT06502977	5	ORR Based on Investigator Assessment Per RECIST 1.1	reportingStatus=NOT_POSTED
NCT05814900			no response-titled outcome
