nct	group_norm	resolved_at_step	candidates_still_competing
NCT02994953	part a cohort 4: m9241 16.8 mcg/kg +avelumab 10 mg/kg	f (smallest outcome index)	2
NCT02994953	part a cohort 5: m9241 16.8 mcg/kg + avelumab 800 mg	f (smallest outcome index)	2
NCT02598960	part a: bms-986156 10mg	f (smallest outcome index)	2
NCT02598960	part a: bms-986156 30mg	f (smallest outcome index)	2
NCT02598960	part a: bms-986156 100mg	f (smallest outcome index)	2
NCT02598960	part a: bms-986156 240mg	f (smallest outcome index)	2
NCT02598960	part a: bms-986156 800mg	f (smallest outcome index)	2
NCT02598960	part c: bms-986156 240mg	f (smallest outcome index)	2
NCT02598960	part c: bms-986156 800mg	f (smallest outcome index)	2
NCT02598960	part b: bms-986156 30mg + nivo 240mg	f (smallest outcome index)	2
NCT02598960	part b: bms-986156 100mg + nivo 240mg	f (smallest outcome index)	2
NCT02598960	part b: bms-986156 240mg + nivo 240mg	f (smallest outcome index)	2
NCT02598960	part b: bms-986156 800mg + nivo 240mg	f (smallest outcome index)	2
NCT02598960	part d: bms-986156 240mg + nivo 240mg	f (smallest outcome index)	2
NCT02598960	part e: bms-986156 480mg + nivo 480mg	f (smallest outcome index)	2
NCT02387996	nivolumab 3 mg/kg	f (smallest outcome index)	2
NCT02432846	intuvax (inn: ilixadencel) + sunitinib, high-risk	f (smallest outcome index)	3
NCT02432846	sunitinib-only, high-risk	f (smallest outcome index)	3
NCT02432846	intuvax (inn: ilixadencel) + sunitinib, intermediate-risk	f (smallest outcome index)	3
NCT02432846	sunitinib-only, intermediate-risk	f (smallest outcome index)	3
NCT02432846	intuvax (inn: ilixadencel) + sunitinib, total (both strata)	f (smallest outcome index)	3
NCT02432846	sunitinib-only, total (both strata)	f (smallest outcome index)	3
NCT02123823	xentuzumab (bi 836845) 1000 mg + everolimus 10 mg + exemestane 25 mg - phase ii	f (smallest outcome index)	2
NCT02123823	everolimus 10 mg + exemestane 25 mg - phase ii	f (smallest outcome index)	2
NCT02536794	treatment (medi4736, tremelimumab)	e (largest Participants denominator)	2
NCT02146833	arm 1: selinexor	e (largest Participants denominator)	2
NCT02718911	cohort d1a: ly3022855 (25 mg,qw)+durvalumab (750mg,q2w)	f (smallest outcome index)	2
NCT02718911	cohort d2a: ly3022855 (50 mg,qw)+durvalumab (750mg,q2w)	f (smallest outcome index)	2
NCT02718911	cohort d3a: ly3022855 (75 mg,qw)+durvalumab (750mg,q2w)	f (smallest outcome index)	2
NCT02718911	cohort d4a: ly3022855 (100 mg,qw)+durvalumab (750mg,q2w)	f (smallest outcome index)	2
NCT02718911	cohort t1a: ly3022855 (50 mg,qw) +tremelimumab (75mg,q4w)	f (smallest outcome index)	2
NCT02718911	cohort t2a: ly3022855 (100 mg,qw) +tremelimumab (75mg,q4w)	f (smallest outcome index)	2
NCT02718911	cohort t3a: ly3022855 (100 mg,qw) +tremelimumab (225 mg,q4w)	f (smallest outcome index)	2
NCT02718911	cohort t4a: ly3022855 (100 mg,qw) +tremelimumab (750 mg,q4w)	f (smallest outcome index)	2
NCT02718911	cohort b-1: nsclc ly3022855+ durvalumab	f (smallest outcome index)	2
NCT02718911	cohort b-1: ovarian ly3022855+ durvalumab	f (smallest outcome index)	2
NCT02613221	panitumumab + tas-102	f (smallest outcome index)	2
NCT02475213	cohort 1	f (smallest outcome index)	4
NCT02475213	cohort 2	f (smallest outcome index)	4
NCT02475213	cohort 3	f (smallest outcome index)	4
NCT02475213	melanoma cohort	f (smallest outcome index)	4
NCT02475213	urothelial cancer cohort	f (smallest outcome index)	4
NCT02475213	nsclc cohort: pd1/pdl1 naïve	f (smallest outcome index)	4
NCT02475213	nsclc cohort: pd1/pdl1 experienced	f (smallest outcome index)	4
NCT02475213	scchn cohort: pd1/pdl1 naïve	f (smallest outcome index)	4
NCT02475213	scchn cohort: pd1/pdl1 experienced	f (smallest outcome index)	4
NCT02475213	cohort 4	f (smallest outcome index)	4
NCT02291289	cohort 1 (maintenance phase[mp]):5-fu/lv,cetuximab,vemurafenib	f (smallest outcome index)	2
NCT02291289	cohort 1 control(mp): 5-fu/lv or capecitabin, bevacizumab	f (smallest outcome index)	2
NCT02291289	cohort 2 (mp):5-fu/lv or capecitabine,bevacizumab,atezolizumab	f (smallest outcome index)	2
NCT02291289	cohort 2 control (mp): 5-fu/lv or capecitabin, bevacizumab	f (smallest outcome index)	2
NCT02291289	cohort 3 (mp): capecitabine,trastuzumab,pertuzumab	f (smallest outcome index)	2
NCT02291289	cohort 3 control (mp): 5-fu/lv or capecitabin, bevacizumab	f (smallest outcome index)	2
NCT02291289	cohort 4 (mp): cobimetinib,atezolizumab	f (smallest outcome index)	2
NCT02291289	cohort 4 control (mp): 5-fu/lv or capecitabin, bevacizumab	f (smallest outcome index)	2
NCT02763566	abemaciclib + nonsteroidal aromatase inhibitor (nsai)	f (smallest outcome index)	3
NCT02763566	placebo + nsai	f (smallest outcome index)	3
NCT02763566	abemaciclib + fulvestrant	f (smallest outcome index)	3
NCT02763566	placebo + fulvestrant	f (smallest outcome index)	3
NCT03115801	arm a - immunotherapy alone	e (largest Participants denominator)	2
NCT03115801	arm b - radiation & immunotherapy	e (largest Participants denominator)	2
NCT02725268	paclitaxel 80 mg/m^2	f (smallest outcome index)	3
NCT02725268	paclitaxel 80 mg/m^2 + sapanisertib 4 mg	f (smallest outcome index)	3
NCT02725268	sapanisertib 30 mg	f (smallest outcome index)	3
NCT02725268	sapanisertib 4 mg + mln1117 200 mg	f (smallest outcome index)	3
NCT03150862	arm c: de - pamiparib + temozolomide 40 mg	f (smallest outcome index)	2
NCT02596971	atezo-g-benda cohort (safety run-in and expansion phases)	f (smallest outcome index)	2
NCT02596971	atezo-r-chop cohort (expansion phase)	f (smallest outcome index)	2
NCT02593786	cohort a: nivolumab 3 mg/kg q2w	f (smallest outcome index)	2
NCT02593786	cohort b: nivolumab 240 mg q2w	f (smallest outcome index)	2
NCT02593786	cohort c: nivolumab 360 mg q3w	f (smallest outcome index)	2
NCT02593786	cohort d: nivolumab 480 mg q4w	f (smallest outcome index)	2
NCT02795429	phase ib: capmatinib 200 mg bid + spartalizumab 300 mg q3w	f (smallest outcome index)	4
NCT02795429	phase ib: capmatinib 300 mg bid + spartalizumab 300 mg q3w	f (smallest outcome index)	4
NCT02795429	phase ib: capmatinib 400 mg bid + spartalizumab 300 mg q3w	f (smallest outcome index)	4
NCT02639182	ags-16c3f	f (smallest outcome index)	2
NCT02639182	axitinib	f (smallest outcome index)	2
NCT02975934	rucaparib	e (largest Participants denominator)	2
NCT02975934	abiraterone acetate or enzalutamide or docetaxel	e (largest Participants denominator)	2
NCT02502266	arm i (reference regimen)	e (largest Participants denominator)	2
NCT02502266	arm ii (cediranib maleate, olaparib)	e (largest Participants denominator)	2
NCT02502266	arm iii (cediranib maleate)	e (largest Participants denominator)	2
NCT02575807	phase 1: crs-207	f (smallest outcome index)	2
NCT02575807	phase 1: crs-207/ido 100 mg	f (smallest outcome index)	2
NCT02575807	phase 1: crs-207/ido 300 mg	e (largest Participants denominator)	2
NCT02228096	tisagenlecleucel (ctl019) - irc assessment	e (largest Participants denominator)	4
NCT03410030	ascorbic acid 25 g/m2	f (smallest outcome index)	2
NCT03410030	ascorbic acid 37.50 gm/m2	f (smallest outcome index)	2
NCT03410030	ascorbic acid 56.25 gm/m2	f (smallest outcome index)	2
NCT02423902	her2+ subjects	f (smallest outcome index)	2
NCT02423902	her2- subjects	f (smallest outcome index)	2
NCT02729896	dose-escalation fl cohort 1.4 mg	f (smallest outcome index)	2
NCT02729896	dose-escalation and expansion fl cohort 1.8 mg	f (smallest outcome index)	2
NCT02729896	safety run-in phase	f (smallest outcome index)	2
NCT02975700	plx3397	f (smallest outcome index)	2
NCT02341625	bms-986148 mesothelioma	f (smallest outcome index)	2
NCT02341625	bms-986148+nivolumab mesothelioma	f (smallest outcome index)	2
NCT02341625	bms-986148 ovarian	f (smallest outcome index)	2
NCT02341625	bms-986148+nivolumab ovarian	f (smallest outcome index)	2
NCT02341625	bms-986148 pancreatic	f (smallest outcome index)	2
NCT02341625	bms-986148+nivolumab pancreatic	f (smallest outcome index)	2
NCT02341625	bms-986148 nsclc	f (smallest outcome index)	2
NCT02341625	bms-986148+nivolumab nsclc	f (smallest outcome index)	2
NCT02341625	bms-986148 gastric	f (smallest outcome index)	2
NCT02341625	bms-986148+nivolumab gastric	f (smallest outcome index)	2
NCT03269136	part 1: pf-06863135 0.1 mcg/kg iv	f (smallest outcome index)	2
NCT03269136	part 1: pf-06863135 0.3 mcg/kg iv	f (smallest outcome index)	2
NCT03269136	part 1: pf-06863135 1 mcg/kg iv	f (smallest outcome index)	2
NCT03269136	part 1: pf-06863135 3 mcg/kg iv	f (smallest outcome index)	2
NCT03269136	part 1: pf-06863135 10 mcg/kg iv	f (smallest outcome index)	2
NCT03269136	part 1: pf-06863135 30 mcg/kg iv	f (smallest outcome index)	2
NCT03269136	part 1: pf-06863135 50 mcg/kg iv	f (smallest outcome index)	2
NCT03269136	part 1: pf-06863135 80 mcg/kg sc	f (smallest outcome index)	2
NCT03269136	part 1: pf-06863135 130 mcg/kg sc	f (smallest outcome index)	2
NCT03269136	part 1: pf-06863135 215 mcg/kg sc	f (smallest outcome index)	2
NCT03269136	part 1: pf-06863135 360 mcg/kg sc	f (smallest outcome index)	2
NCT03269136	part 1: pf-06863135 600 mcg/kg sc	f (smallest outcome index)	2
NCT03269136	part 1: pf-06863135 1000 mcg/kg sc	f (smallest outcome index)	2
NCT03269136	part 1.1: pf-06863135 priming cohort q1w sc	f (smallest outcome index)	2
NCT03269136	part 1.1: pf-06863135 priming cohort q2w sc	f (smallest outcome index)	2
NCT03269136	part 1c: pf-06863135 + lenalidomide sc	f (smallest outcome index)	2
NCT03269136	part 1d: pf-06863135 + pomalidomide sc	f (smallest outcome index)	2
NCT03269136	part 1: pf-06863135 total iv	f (smallest outcome index)	2
NCT03269136	part 1: pf-06863135 total sc	f (smallest outcome index)	2
NCT03269136	part 1.1: pf-06863135 total sc	f (smallest outcome index)	2
NCT03436056	dose escalation cohort - dose level 1	e (largest Participants denominator)	3
NCT03436056	dose escalation cohort - dose level 1	f (smallest outcome index)	2
NCT03436056	dose escalation cohort - dose level 2	f (smallest outcome index)	3
NCT03436056	part b - expansion cohort	f (smallest outcome index)	3
NCT03936959	3 mg - 10 mg ly3434172	f (smallest outcome index)	2
NCT03936959	30 mg ly3434172	f (smallest outcome index)	2
NCT03936959	100 mg ly3434172	f (smallest outcome index)	2
NCT04875806	0.5mg/kg nc762	f (smallest outcome index)	2
NCT04875806	1.5mg/kg nc762	f (smallest outcome index)	2
NCT04875806	5mg/kg nc762	f (smallest outcome index)	2
NCT04875806	10mg/kg nc762	f (smallest outcome index)	2
NCT04875806	20mg/kg nc762	f (smallest outcome index)	2
NCT03894540	ipn60090 20 mg	f (smallest outcome index)	3
NCT03894540	ipn60090 40 mg	f (smallest outcome index)	3
NCT03894540	ipn60090 80 mg	f (smallest outcome index)	3
NCT03894540	ipn60090 120 mg	f (smallest outcome index)	3
NCT03894540	ipn60090 180 mg	f (smallest outcome index)	3
NCT03894540	ipn60090 240 mg	f (smallest outcome index)	3
NCT03753919	cohort 1: advanced, radioiodine-refractory differentiated thyroid carcinoma (dtc)	f (smallest outcome index)	3
NCT03753919	cohort 2: advanced medullary thyroid carcinoma (mtc)	f (smallest outcome index)	3
NCT03753919	cohort 3: advanced anaplastic thyroid carcinoma (atc)	f (smallest outcome index)	3
NCT04854434	arm c: standard of care (soc)	f (smallest outcome index)	2
NCT03552029	part 1, cohort 1: quizartinib + milademetan	f (smallest outcome index)	2
NCT03552029	part 1, cohort 1a: quizartinib + milademetan	f (smallest outcome index)	2
NCT03639610	cohort 1a, melflufen 40 mg	f (smallest outcome index)	2
NCT03639610	cohort 1b, melflufen 30 mg	f (smallest outcome index)	2
NCT03639610	cohort 2a, melflufen 20 mg	f (smallest outcome index)	2
NCT03779113	dose expansion stage: hl	f (smallest outcome index)	2
NCT03779113	dose expansion stage: cll	f (smallest outcome index)	2
NCT03779113	dose expansion stage: cll-post btk	f (smallest outcome index)	2
NCT03779113	dose expansion stage: fl	f (smallest outcome index)	2
NCT03779113	dose expansion stage: mzl	f (smallest outcome index)	2
NCT03779113	dose expansion stage: lpl/wm	f (smallest outcome index)	2
NCT03779113	dose expansion stage: mcl	f (smallest outcome index)	2
NCT03779113	dose expansion stage: ptcl	f (smallest outcome index)	2
NCT03779113	dose escalation stage: hmpl-523 100 mg qd	f (smallest outcome index)	3
NCT03779113	dose escalation stage: hmpl-523 200 mg qd	f (smallest outcome index)	3
NCT03779113	dose escalation stage: hmpl-523 400 mg qd	f (smallest outcome index)	3
NCT03779113	dose escalation stage: hmpl-523 600 mg qd	f (smallest outcome index)	3
NCT03779113	dose escalation stage: hmpl-523 700 mg qd	f (smallest outcome index)	3
NCT03779113	dose escalation stage: hmpl-523 800 mg qd	f (smallest outcome index)	3
NCT03256344	talimogene laherparepvec with atezolizumab: triple negative breast cancer (tnbc)	f (smallest outcome index)	4
NCT03256344	talimogene laherparepvec with atezolizumab: colorectal cancer (crc)	f (smallest outcome index)	4
NCT03713593	lenvatinib + pembrolizumab	f (smallest outcome index)	2
NCT03713593	lenvatinib + placebo	f (smallest outcome index)	2
NCT04082364	trastuzumab and chemotherapy arm	f (smallest outcome index)	2
NCT04082364	margetuximab, retifanlimab, and chemotherapy arm	f (smallest outcome index)	2
NCT04082364	margetuximab, tebotelimab and chemotherapy arm	f (smallest outcome index)	2
NCT04082364	margetuximab and chemotherapy arm	f (smallest outcome index)	2
NCT03911869	safety lead-in phase: encorafenib 300 mg bid + binimetinib 45 mg bid	f (smallest outcome index)	2
NCT03447314	part 1a: 50ng gsk1795091 + 24mg gsk3174998	f (smallest outcome index)	2
NCT03447314	part 1a: 100ng gsk1795091 + 24mg gsk3174998	f (smallest outcome index)	2
NCT03447314	part 1a: 150ng gsk1795091 + 24mg gsk3174998	f (smallest outcome index)	2
NCT03447314	part 1a: 200ng gsk1795091 + 24mg gsk3174998	f (smallest outcome index)	2
NCT03447314	part 1a: 250ng gsk1795091 + 24mg gsk3174998	f (smallest outcome index)	2
NCT03447314	part 1b: 50ng gsk1795091 + 80mg gsk3359609	f (smallest outcome index)	2
NCT03447314	part 1b: 100ng gsk1795091 + 80mg gsk3359609	f (smallest outcome index)	2
NCT03447314	part 1b: 150ng gsk1795091 + 80mg gsk3359609	f (smallest outcome index)	2
NCT03447314	part 1b: 200ng gsk1795091 + 80mg gsk3359609	f (smallest outcome index)	2
NCT03447314	part 1b: 250ng gsk1795091 + 80mg gsk3359609	f (smallest outcome index)	2
NCT03447314	part 1c: 50ng gsk1795091 + 200mg pembrolizumab	f (smallest outcome index)	2
NCT03447314	part 1c: 100ng gsk1795091 + 200mg pembrolizumab	f (smallest outcome index)	2
NCT03447314	part 1c: 150ng gsk1795091 + 200mg pembrolizumab	f (smallest outcome index)	2
NCT03447314	part 1c: 200ng gsk1795091 + 200mg pembrolizumab	f (smallest outcome index)	2
NCT03447314	part 1c: 250ng gsk1795091 + 200mg pembrolizumab	f (smallest outcome index)	2
NCT03447314	part 2a: gsk1795091 + 24 mg gsk3174998	f (smallest outcome index)	2
NCT03447314	part 2b: gsk1795091 + 80 mg gsk3359609	f (smallest outcome index)	2
NCT03447314	part 2c: gsk1795091 + 200 mg pembrolizumab	f (smallest outcome index)	2
NCT03932331	phase i	e (largest Participants denominator)	2
NCT03829501	alomfilimab 0.8 mg	f (smallest outcome index)	3
NCT03829501	alomfilimab 2.4 mg	f (smallest outcome index)	3
NCT03829501	alomfilimab 8 mg	e (largest Participants denominator)	3
NCT03829501	alomfilimab 24 mg	f (smallest outcome index)	3
NCT03829501	alomfilimab 80 mg	f (smallest outcome index)	3
NCT03829501	alomfilimab 240 mg	f (smallest outcome index)	3
NCT03829501	alomfilimab 0.8 mg + atezolizumab	e (largest Participants denominator)	3
NCT03829501	alomfilimab 2.4 mg + atezolizumab	e (largest Participants denominator)	3
NCT03829501	alomfilimab 8 mg + atezolizumab	f (smallest outcome index)	3
NCT03829501	alomfilimab 24 mg + atezolizumab	f (smallest outcome index)	3
NCT03829501	alomfilimab 80 mg + atezolizumab	f (smallest outcome index)	3
NCT03822117	cohort a: fgfr1-3 in-frame fusions or fgfr2 arrangements	e (largest Participants denominator)	2
NCT03822117	cohort b: known or likely activating fgfr1-3 mutations	e (largest Participants denominator)	2
NCT03822117	cohort c: other fgfr mutations or arrangements	f (smallest outcome index)	2
NCT03822117	other	f (smallest outcome index)	2
NCT03599518	ds-1205c 200 mg + gefitinib	f (smallest outcome index)	2
NCT03599518	ds-1205c 400 mg + gefitinib	f (smallest outcome index)	2
NCT03599518	ds-1205c 800 mg + gefitinib	f (smallest outcome index)	2
NCT03599518	ds-1205c 1000 mg + gefitinib	f (smallest outcome index)	2
NCT03599518	ds-1205c 1200 mg + gefitinib	f (smallest outcome index)	2
NCT04154189	treatment arm a: lenvatinib + ifosfamide + etoposide	f (smallest outcome index)	2
NCT04154189	treatment arm b: ifosfamide + etoposide	f (smallest outcome index)	2
NCT04535401	treatment (elimusertib, folfiri) - dose level -1	f (smallest outcome index)	2
NCT04535401	treatment (elimusertib, folfiri) - dose level -1b	f (smallest outcome index)	2
NCT04535401	treatment (elimusertib, folfiri) - dose level 1	f (smallest outcome index)	2
NCT04535401	treatment (elimusertib, folfiri) - dose level 1b	f (smallest outcome index)	2
NCT04753658	lorlatinib	f (smallest outcome index)	6
NCT03511664	main study: 177lu-psma-617 plus best supportive/best standard of care (bs/bsoc)	f (smallest outcome index)	2
NCT03511664	main study: best supportive/best standard of care (bs/bsoc) alone	f (smallest outcome index)	2
NCT03255083	ds-1205c 200 mg + osimertinib	f (smallest outcome index)	2
NCT03255083	ds-1205c 400 mg + osimertinib	f (smallest outcome index)	2
NCT03255083	ds-1205c 800 mg + osimertinib	f (smallest outcome index)	2
NCT03255083	ds-1205c 1200 mg + osimertinib	f (smallest outcome index)	2
NCT03734029	trastuzumab deruxtecan (t-dxd)	e (largest Participants denominator)	2
NCT03734029	physician's choice	e (largest Participants denominator)	2
NCT03703375	oral azacitidine	e (largest Participants denominator)	2
NCT03703375	investigators choice therapy combined (romidepsin, bendamustine, gemcitabine)	e (largest Participants denominator)	2
NCT03459222	all 1a-escalation participants	f (smallest outcome index)	2
NCT03459222	1b-esc-160/480/1	f (smallest outcome index)	2
NCT03459222	2a-scchn io naive-160/480/100	f (smallest outcome index)	2
NCT03459222	2a-mel 1l-160/480/100	f (smallest outcome index)	2
NCT03459222	2b-nsclc 1l-160/480/1	f (smallest outcome index)	2
NCT03459222	2b-mel 1l-160/480/1	f (smallest outcome index)	2
NCT04134936	arm a	f (smallest outcome index)	2
NCT04134936	arm b	f (smallest outcome index)	2
NCT03439046	ribociclib+letrozole (core phase)	f (smallest outcome index)	2
NCT03439046	alpelisib+fulvestrant (extension phase)	f (smallest outcome index)	2
NCT03489343	sym023 0.03 mg/kg	f (smallest outcome index)	2
NCT03489343	sym023 0.1 mg/kg	f (smallest outcome index)	2
NCT03489343	sym023 0.3 mg/kg	f (smallest outcome index)	2
NCT03489343	sym023 1.0 mg/kg	f (smallest outcome index)	2
NCT03489343	sym023 3.0 mg/kg	f (smallest outcome index)	2
NCT03489343	sym023 10.0 mg/kg	f (smallest outcome index)	2
NCT03489343	sym023 20.0 mg/kg	f (smallest outcome index)	2
NCT04238819	part a cohort a1	f (smallest outcome index)	3
NCT04238819	part a cohort a-1	f (smallest outcome index)	3
NCT04524689	tusamitamab ravtansine 150 mg/m^2 + pembrolizumab + cisplatin/carboplatin	f (smallest outcome index)	2
NCT04524689	tusamitamab ravtansine 170 mg/m^2 + pembrolizumab + cisplatin/carboplatin	f (smallest outcome index)	2
NCT03575351	standard of care arm	e (largest Participants denominator)	2
NCT03575351	liso-cel arm	e (largest Participants denominator)	2
NCT03376659	phase i - safety- all groups	f (smallest outcome index)	2
NCT04099888	pci treatment in conjunction with standard of care (soc)	f (smallest outcome index)	3
NCT04099888	standard of care (soc)	f (smallest outcome index)	3
NCT03665285	nc318 8mg	f (smallest outcome index)	2
NCT03665285	nc318 24mg	f (smallest outcome index)	2
NCT03665285	nc318 80mg	f (smallest outcome index)	2
NCT03665285	nc318 240mg	f (smallest outcome index)	2
NCT03665285	nc318 400mg	f (smallest outcome index)	2
NCT03665285	nc318 800mg	f (smallest outcome index)	2
NCT03665285	nc318 1600mg	f (smallest outcome index)	2
NCT03665285	dose expansion: 400mg q2w	f (smallest outcome index)	2
NCT03665285	dose expansion: 800mg qw	f (smallest outcome index)	2
NCT04702737	tarlatamab dose expansion	f (smallest outcome index)	2
NCT05004350	randomized phase: enco + cetux	f (smallest outcome index)	2
NCT05004350	randomized phase: control arm	f (smallest outcome index)	2
NCT04816214	randomized part: capmatinib + osimertinib	f (smallest outcome index)	3
NCT04816214	randomized part: platinum + pemetrexed based doublet chemotherapy	f (smallest outcome index)	3
NCT03773107	phase i 5mg ruxolitinib	f (smallest outcome index)	2
NCT03773107	phase i 10 mg ruxolitinib	f (smallest outcome index)	3
NCT03773107	phase i 15 mg ruxolitinib	f (smallest outcome index)	2
NCT03955471	niraparib+dostarlimab (tsr-042)	e (largest Participants denominator)	2
NCT04764474	cohort 1: hmpl-306 dose level 1	e (largest Participants denominator)	4
NCT04764474	cohort 1: hmpl-306 dose level 1	f (smallest outcome index)	2
NCT04764474	cohort 2: hmpl-306 dose level 2	e (largest Participants denominator)	4
NCT04764474	cohort 2: hmpl-306 dose level 2	f (smallest outcome index)	2
NCT04764474	cohort 3: hmpl-306 dose level 3	e (largest Participants denominator)	4
NCT04764474	cohort 3: hmpl-306 dose level 3	f (smallest outcome index)	2
NCT04764474	cohort 4: hmpl-306 dose level 4	e (largest Participants denominator)	4
NCT04764474	cohort 4: hmpl-306 dose level 4	f (smallest outcome index)	2
NCT04764474	cohort 5: hmpl-306 dose level 5	e (largest Participants denominator)	4
NCT04764474	cohort 5: hmpl-306 dose level 5	f (smallest outcome index)	2
NCT04764474	cohort 6: hmpl-306 dose level 6	e (largest Participants denominator)	4
NCT04764474	cohort 6: hmpl-306 dose level 6	f (smallest outcome index)	2
NCT04764474	cohort 7: hmpl-306 dose level 7	e (largest Participants denominator)	4
NCT04764474	cohort 7: hmpl-306 dose level 7	f (smallest outcome index)	2
NCT04764474	cohort 8: hmpl-306 dose level 8	e (largest Participants denominator)	4
NCT04764474	cohort 8: hmpl-306 dose level 8	f (smallest outcome index)	2
NCT04822350	all participants	e (largest Participants denominator)	4
NCT04822350	all participants	f (smallest outcome index)	2
NCT03697304	module c, cohort 1: gec patients	f (smallest outcome index)	2
NCT03697304	module c, cohort 2: 2ary resistance patients	f (smallest outcome index)	2
NCT03697304	module c, cohort 3: 1ary resistance patients	f (smallest outcome index)	2
NCT03697304	module c, cohort 4: crc patients	f (smallest outcome index)	2
NCT03697304	module c, cohort 5: ec patients	f (smallest outcome index)	2
NCT03697304	module a, cohort 1: gec patients	f (smallest outcome index)	2
NCT03697304	module a, cohort 2: 2ary resistance patients	f (smallest outcome index)	2
NCT03697304	module a, cohort 3: 1ary resistance patients	f (smallest outcome index)	2
NCT03410108	brigatinib 90 mg/180 mg	e (largest Participants denominator)	3
NCT03410108	brigatinib 90 mg/180 mg	f (smallest outcome index)	2
NCT04182204	stage 2: r-gemox	f (smallest outcome index)	2
NCT04182204	stage 2: pola-r-gemox	f (smallest outcome index)	2
NCT04182204	stage 1: pola-r-gemox	f (smallest outcome index)	2
NCT03934684	carfilzomib, lenalidomide and dexamethasone (krd)	f (smallest outcome index)	2
NCT03934684	carfilzomib and dexamethasone (kd)	f (smallest outcome index)	2
NCT03725605	ltx-315 plus til infusion	f (smallest outcome index)	3
NCT04128696	participants receiving feladilimab and pembrolizumab	e (largest Participants denominator)	3
NCT04128696	participants receiving feladilimab and pembrolizumab	f (smallest outcome index)	2
NCT04128696	participants receiving placebo and pembrolizumab	e (largest Participants denominator)	3
NCT04128696	participants receiving placebo and pembrolizumab	f (smallest outcome index)	2
NCT04282980	dcc-2618	f (smallest outcome index)	2
NCT02913430	fulvestrant + palbociclib	f (smallest outcome index)	3
NCT02913430	tamoxifen + palbociclib	f (smallest outcome index)	3
NCT03391232	single dose of polypepi1018 crc vaccine	f (smallest outcome index)	2
NCT03391232	multiple dose of polypepi1018 crc vaccine	f (smallest outcome index)	2
NCT04514484	treatment (cabozantinib s-malate, nivolumab)	f (smallest outcome index)	3
NCT03828292	main study - part 1: belantamab mafodotin 2.5 milligram/ kilogram (mg/kg)	f (smallest outcome index)	2
NCT03828292	main study - part 1: belantamab mafodotin 3.4 mg/kg	f (smallest outcome index)	2
NCT03828292	main study - part 2: arma-belantamab mafodotin 2.5 mg/kg + bortezomib and dexamethasone (bor/dex)	f (smallest outcome index)	2
NCT03828292	main study - part2: armb- belantamab mafodotin 2.5 mg/kg + pomalidomide and dexamethasone (pom/dex)	f (smallest outcome index)	2
NCT05091346	phase 1b, dose escalation: e7386 100 mg + pembrolizumab 200 mg	f (smallest outcome index)	2
NCT05091346	phase 1b, dose escalation: e7386 120 mg + pembrolizumab 200 mg	f (smallest outcome index)	2
NCT03972488	lutathera® plus octreotide lar 30 mg (investigational arm)	f (smallest outcome index)	2
NCT03972488	octreotide lar 60 mg (control arm)	f (smallest outcome index)	2
NCT04179864	phase 1b: tazemetostat + enzalutamide	f (smallest outcome index)	3
NCT04179864	phase 1b: tazemetostat + abiraterone/prednisone	f (smallest outcome index)	3
NCT04179864	phase 2: tazemetostat 1200 mg + enzalutamide	f (smallest outcome index)	3
NCT04179864	phase 2: enzalutamide	f (smallest outcome index)	3
NCT04024436	futibatinib plus fulvestrant (cohort 4)	f (smallest outcome index)	2
NCT03260504	period 1: dose level 1 (pembrolizumab + sq il-2)	f (smallest outcome index)	2
NCT03260504	period 2: dose level 2 (pembrolizumab + low-dose iv bolus il-2)	f (smallest outcome index)	2
NCT03582033	part a: sea-bcma 100mg	f (smallest outcome index)	2
NCT03582033	part a: sea-bcma 200mg	f (smallest outcome index)	2
NCT03582033	part a: sea-bcma 400mg	f (smallest outcome index)	2
NCT03582033	part a: sea-bcma 800mg	f (smallest outcome index)	2
NCT03582033	part a: sea-bcma 1600mg	f (smallest outcome index)	2
NCT03384940	ds-8201a cohort a	f (smallest outcome index)	2
NCT03384940	ds-8201a cohort b	f (smallest outcome index)	2
NCT03384940	ds-8201a cohort c	f (smallest outcome index)	2
NCT04885998	part 1 cohort 1: tarlatamab dose a/dose b + amg 404	f (smallest outcome index)	2
NCT04885998	part 1 cohort 2: tarlatamab dose a/dose c + amg 404	f (smallest outcome index)	2
NCT04885998	part 1 cohort 3: tarlatamab dose a/dose d + amg 404	f (smallest outcome index)	2
NCT04885998	part 2 dose expansion cohort: tarlatamab dose a/dose b + amg 404	f (smallest outcome index)	2
NCT03839823	ribociclib 600 mg	f (smallest outcome index)	2
NCT03839823	combination chemotherapy	f (smallest outcome index)	2
NCT03767335	dose escalation cohort 1	f (smallest outcome index)	3
NCT03767335	dose escalation cohort 2	f (smallest outcome index)	3
NCT03767335	dose expansion cohort	f (smallest outcome index)	3
NCT04544995	part 2a: niraparib 100 mg + dostarlimab 7.5 mg/kg (osteosarcoma)	f (smallest outcome index)	2
NCT04217317	cpi-613 in combination with bendamustine	f (smallest outcome index)	2
NCT04745832	rituximab plus zandelisib	f (smallest outcome index)	2
NCT04745832	rituximab plus chemotherapy	f (smallest outcome index)	2
NCT04387071	treatment (cmp-001, incagn01949)	f (smallest outcome index)	2
NCT03647488	run-in part: capmatinib + spartalizumab	f (smallest outcome index)	2
NCT03400176	vay736 3mg/kg q2w arm a + ibrutinib 420mg	f (smallest outcome index)	2
